BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
17.12.2019;06:00;UTC;17.12.2019;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;389,19;484;5059,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Ibbenbüren;Konventionell
17.12.2019;06:45;UTC;17.12.2019;18:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;273;450;3211;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
17.12.2019;07:45;UTC;17.12.2019;09:15;UTC;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;61,33;90;92;Amprion;Amprion;Börse;Sonstiges
17.12.2019;07:45;UTC;17.12.2019;09:15;UTC;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;61,33;90;92;Amprion;Amprion;Netzreservekraftwerk Darmstadt;Konventionell
17.12.2019;10:00;UTC;17.12.2019;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;99;100;395;TenneT DE;TenneT DE & APG;Wilhelmshaven (ENGIE);Konventionell
17.12.2019;10:00;UTC;17.12.2019;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;80;80;320;TenneT DE;TenneT DE & APG;Mehrum;Konventionell
17.12.2019;12:00;UTC;17.12.2019;18:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;262,6;370;1641,25;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland;Konventionell
17.12.2019;12:30;UTC;17.12.2019;18:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;174,52;228;1003,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland;Konventionell
17.12.2019;13:00;UTC;17.12.2019;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;50Hertz;50Hertz & PSE;Boxberg,Jänschwalde,Schwarze Pumpe;Konventionell
17.12.2019;13:00;UTC;17.12.2019;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;134;200;668;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
17.12.2019;14:00;UTC;17.12.2019;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;80;80;80;TenneT DE;TenneT DE;Mehrum;Konventionell
17.12.2019;14:00;UTC;17.12.2019;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;133;290;663;TenneT DE;TenneT DE;Wilhelmshaven (ENGIE);Konventionell
17.12.2019;16:00;UTC;17.12.2019;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;111;111;111;TenneT DE;TenneT DE;Mehrum;Konventionell
17.12.2019;17:00;UTC;17.12.2019;18:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;351;351;351;TenneT DE;TenneT DE;Börse;Sonstiges
17.12.2019;17:30;UTC;17.12.2019;18:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;56;56;28;TenneT DE;TenneT DE;Erzhausen 4;Sonstiges
17.12.2019;17:30;UTC;17.12.2019;18:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;55;55;28;TenneT DE;TenneT DE;Erzhausen 3;Sonstiges
17.12.2019;18:00;UTC;17.12.2019;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;300;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
17.12.2019;21:00;UTC;17.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde;Konventionell
17.12.2019;22:45;UTC;17.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;91;91;22,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim AG;Konventionell
17.12.2019;22:45;UTC;17.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;91;91;23;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
17.12.2019;23:00;UTC;18.12.2019;13:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;168;200;2395;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
17.12.2019;23:00;UTC;18.12.2019;04:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;71;71;355;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim AG;Konventionell
18.12.2019;00:00;UTC;18.12.2019;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;292;420;4670;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jänschwalde,Lippendorf (LEAG),Moorburg,Schwarze Pumpe;Konventionell
18.12.2019;02:00;UTC;18.12.2019;04:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;500;1000;50Hertz;50Hertz;Boxberg,Jänschwalde,Schwarze Pumpe;Konventionell
18.12.2019;04:00;UTC;18.12.2019;16:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;451;480;5637,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Ibbenbüren;Konventionell
18.12.2019;04:30;UTC;18.12.2019;10:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;326;510;1873;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
18.12.2019;05:00;UTC;18.12.2019;14:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;856;1000;7700;TenneT DE;TenneT DE;Börse;Sonstiges
18.12.2019;06:00;UTC;18.12.2019;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;104;115;207;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
18.12.2019;06:00;UTC;18.12.2019;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;93,75;100;187,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim AG;Konventionell
18.12.2019;06:30;UTC;18.12.2019;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;279,55;440;1537,5;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
18.12.2019;06:30;UTC;18.12.2019;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;67;80;300;TenneT DE;TenneT DE;Bremen 6;Konventionell
18.12.2019;06:30;UTC;18.12.2019;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;1350;50Hertz;TenneT DE;Moorburg;Konventionell
18.12.2019;07:45;UTC;18.12.2019;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;97,06;100;412,5;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG;Konventionell
18.12.2019;08:00;UTC;18.12.2019;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;250;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
18.12.2019;10:00;UTC;18.12.2019;12:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;146;160;328;TenneT DE;TenneT DE;Wilhelmshaven (ENGIE);Konventionell
18.12.2019;10:00;UTC;18.12.2019;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;77;180;540;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jänschwalde,Lippendorf (LEAG),Schwarze Pumpe;Konventionell
18.12.2019;13:00;UTC;18.12.2019;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;52;352;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
18.12.2019;13:00;UTC;18.12.2019;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50,29;52;352;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim AG;Konventionell
18.12.2019;16:00;UTC;18.12.2019;16:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;240;90;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
18.12.2019;16:30;UTC;18.12.2019;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;180;90;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
18.12.2019;21:45;UTC;18.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;270;270;337,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
18.12.2019;23:00;UTC;19.12.2019;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;302,95;533;6665;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
19.12.2019;00:00;UTC;19.12.2019;05:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;270;270;1350;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
19.12.2019;05:00;UTC;19.12.2019;21:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;284;429;4690;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
19.12.2019;06:00;UTC;19.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;293;440;4988;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (ENGIE);Konventionell
19.12.2019;06:00;UTC;19.12.2019;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;600;50Hertz;50Hertz & PSE;Boxberg,Jänschwalde,Schwarze Pumpe;Konventionell
19.12.2019;06:15;UTC;19.12.2019;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;149;179;111,75;TransnetBW;TenneT DE & Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
19.12.2019;07:00;UTC;19.12.2019;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;269;269;538;TransnetBW;TenneT DE & Amprion;Vorarlberger Illwerke AG;Sonstiges
19.12.2019;07:00;UTC;19.12.2019;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;733;1000;2200;TenneT DE;TenneT DE;Börse;Sonstiges
19.12.2019;09:00;UTC;19.12.2019;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;269;269;1076;TransnetBW;TenneT DE & Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
19.12.2019;12:00;UTC;19.12.2019;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;500;500;1000;TenneT DE;TenneT DE;Börse;Sonstiges
19.12.2019;13:00;UTC;19.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;226,02;340;2260,25;TransnetBW;TenneT DE & Amprion;Vorarlberger Illwerke AG;Sonstiges
19.12.2019;13:00;UTC;19.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;1000;TransnetBW;TenneT DE & Amprion;Grosskraftwerk Mannheim AG;Konventionell
19.12.2019;14:00;UTC;19.12.2019;15:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;30;30;30;TenneT DE;TenneT DE;Börse;Sonstiges
19.12.2019;17:00;UTC;19.12.2019;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;118;133;237;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Moorburg;Konventionell
19.12.2019;17:00;UTC;19.12.2019;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;350;400;1050;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
19.12.2019;17:00;UTC;19.12.2019;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;300;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG;Konventionell
19.12.2019;17:00;UTC;19.12.2019;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;450;500;1350;50Hertz;TenneT DE;Moorburg;Konventionell
19.12.2019;19:00;UTC;19.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;215;245;860;TenneT DE;TenneT DE & Amprion;Brokdorf;Konventionell
19.12.2019;19:15;UTC;19.12.2019;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95;145;71;TenneT DE;TenneT DE & Amprion;Börse;Sonstiges
19.12.2019;19:15;UTC;19.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;245;245;918,75;Amprion;TenneT DE & Amprion;Emsland;Konventionell
19.12.2019;23:00;UTC;20.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;245;245;5880;Amprion;TenneT DE & Amprion;Emsland;Konventionell
19.12.2019;23:00;UTC;20.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;240;245;5760;TenneT DE;TenneT DE & Amprion;Brokdorf;Konventionell
20.12.2019;22:00;UTC;20.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;195;120;Amprion;TenneT DE & Amprion;Börse;Sonstiges
20.12.2019;23:00;UTC;21.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;0;0;0;Amprion;Amprion;Vianden;Sonstiges
21.12.2019;21:00;UTC;21.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;191;300;382;TenneT DE;TenneT DE;Staudinger 5;Konventionell
21.12.2019;21:00;UTC;21.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;191;300;382;TenneT DE;TenneT DE;Börse;Sonstiges
21.12.2019;23:00;UTC;22.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;234;300;2160;TenneT DE;TenneT DE;Staudinger 5;Konventionell
21.12.2019;23:00;UTC;22.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;234;300;2160;TenneT DE;TenneT DE;Börse;Sonstiges
22.12.2019;00:30;UTC;22.12.2019;07:30;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;272,5;360;1907,5;TransnetBW;TransnetBW;Börse;Sonstiges
22.12.2019;00:30;UTC;22.12.2019;07:30;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;272,5;360;1907,5;TransnetBW;TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
22.12.2019;19:00;UTC;22.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;232;300;928;TenneT DE;TenneT DE;Börse;Sonstiges
22.12.2019;19:00;UTC;22.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;232;300;928;TenneT DE;TenneT DE;Staudinger 5;Konventionell
22.12.2019;23:00;UTC;23.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;227;230;2100;TenneT DE;TenneT DE;Staudinger 5;Konventionell
22.12.2019;23:00;UTC;23.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;227;230;2100;TenneT DE;TenneT DE;Börse;Sonstiges
23.12.2019;22:30;UTC;23.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;45;TransnetBW;TransnetBW;Börse;Sonstiges
23.12.2019;22:30;UTC;23.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;90;45;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
23.12.2019;23:00;UTC;24.12.2019;07:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;720;TransnetBW;TransnetBW;Börse;Sonstiges
23.12.2019;23:00;UTC;24.12.2019;07:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;90;720;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
24.12.2019;18:45;UTC;24.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;166;230;706;TenneT DE;TenneT DE;Heyden;Konventionell
24.12.2019;19:00;UTC;24.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;222;310;886;TenneT DE;TenneT DE;Staudinger 5;Konventionell
24.12.2019;19:00;UTC;24.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;222;310;886;TenneT DE;TenneT DE;Börse;Sonstiges
24.12.2019;19:00;UTC;24.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;174;230;696;TenneT DE;TenneT DE;Börse;Sonstiges
24.12.2019;20:00;UTC;24.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;128;200;382;TenneT DE;TenneT DE;Zolling 5;Konventionell
24.12.2019;20:00;UTC;24.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;128;200;382;TenneT DE;TenneT DE;Börse;Sonstiges
24.12.2019;23:00;UTC;25.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;181;220;4340;TenneT DE;TenneT DE;Heyden;Konventionell
24.12.2019;23:00;UTC;25.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;5520;TenneT DE;TenneT DE;Staudinger 5;Konventionell
24.12.2019;23:00;UTC;25.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;110;2640;TenneT DE;TenneT DE;Zolling 5;Konventionell
24.12.2019;23:00;UTC;25.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;5520;TenneT DE;TenneT DE;Börse;Sonstiges
24.12.2019;23:00;UTC;25.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;110;2640;TenneT DE;TenneT DE;Börse;Sonstiges
24.12.2019;23:00;UTC;25.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;181;220;4340;TenneT DE;TenneT DE;Börse;Sonstiges
25.12.2019;05:45;UTC;25.12.2019;10:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;5;21;TenneT DE;TenneT DE;Waldeck 6;Sonstiges
25.12.2019;23:00;UTC;26.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;110;2640;TenneT DE;TenneT DE;Zolling 5;Konventionell
25.12.2019;23:00;UTC;26.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;180;4320;TenneT DE;TenneT DE;Heyden;Konventionell
25.12.2019;23:00;UTC;26.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;5520;TenneT DE;TenneT DE;Staudinger 5;Konventionell
25.12.2019;23:00;UTC;26.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;5520;TenneT DE;TenneT DE;Börse;Sonstiges
25.12.2019;23:00;UTC;26.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;110;2640;TenneT DE;TenneT DE;Börse;Sonstiges
25.12.2019;23:00;UTC;26.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;180;4320;TenneT DE;TenneT DE;Börse;Sonstiges
26.12.2019;23:00;UTC;27.12.2019;05:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;110;660;TenneT DE;TenneT DE;Zolling 5;Konventionell
26.12.2019;23:00;UTC;27.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;180;4320;TenneT DE;TenneT DE;Heyden;Konventionell
26.12.2019;23:00;UTC;27.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;5520;TenneT DE;TenneT DE;Staudinger 5;Konventionell
26.12.2019;23:00;UTC;27.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;5520;TenneT DE;TenneT DE;Börse;Sonstiges
26.12.2019;23:00;UTC;27.12.2019;05:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;110;660;TenneT DE;TenneT DE;Börse;Sonstiges
26.12.2019;23:00;UTC;27.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;180;4320;TenneT DE;TenneT DE;Börse;Sonstiges
27.12.2019;15:00;UTC;27.12.2019;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;400;TransnetBW;Amprion;Vorarlberger Illwerke AG;Sonstiges
27.12.2019;23:00;UTC;28.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;5520;TenneT DE;TenneT DE;Staudinger 5;Konventionell
27.12.2019;23:00;UTC;28.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;180;4320;TenneT DE;TenneT DE;Heyden;Konventionell
27.12.2019;23:00;UTC;28.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;5520;TenneT DE;TenneT DE;Börse;Sonstiges
27.12.2019;23:00;UTC;28.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;180;4320;TenneT DE;TenneT DE;Börse;Sonstiges
28.12.2019;15:00;UTC;28.12.2019;22:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;240;550;1680;TenneT DE;TenneT DE;Börse;Sonstiges
28.12.2019;22:00;UTC;28.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;62;100;62;TenneT DE;TenneT DE;Börse;Sonstiges
28.12.2019;22:00;UTC;28.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;62;100;62;TenneT DE;TenneT DE;Zolling 5;Konventionell
28.12.2019;23:00;UTC;29.12.2019;17:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;125;200;2241;TenneT DE;TenneT DE;Zolling 5;Konventionell
28.12.2019;23:00;UTC;29.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;178;180;1645;TenneT DE;TenneT DE;Heyden;Konventionell
28.12.2019;23:00;UTC;29.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;228;230;2108;TenneT DE;TenneT DE;Staudinger 5;Konventionell
28.12.2019;23:00;UTC;29.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;228;230;2108;TenneT DE;TenneT DE;Börse;Sonstiges
28.12.2019;23:00;UTC;29.12.2019;08:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;178;180;1645;TenneT DE;TenneT DE;Börse;Sonstiges
28.12.2019;23:00;UTC;29.12.2019;17:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;125;200;2241;TenneT DE;TenneT DE;Börse;Sonstiges
29.12.2019;14:00;UTC;29.12.2019;18:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;354;540;1414;TenneT DE;TenneT DE;Börse;Sonstiges
29.12.2019;18:00;UTC;29.12.2019;23:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;720;1000;3600;TenneT DE;TenneT DE;Börse;Sonstiges
29.12.2019;19:00;UTC;29.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;253;300;1012;TenneT DE;TenneT DE;Brokdorf;Konventionell
29.12.2019;19:15;UTC;29.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;178;195;667,5;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
29.12.2019;19:15;UTC;29.12.2019;19:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;95;30;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
29.12.2019;20:00;UTC;29.12.2019;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105;105;315;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
29.12.2019;20:00;UTC;29.12.2019;23:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;253;490;760;TenneT DE;TenneT DE;Börse;Sonstiges
29.12.2019;23:00;UTC;30.12.2019;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;TenneT DE;TenneT DE;Brokdorf;Konventionell
29.12.2019;23:00;UTC;30.12.2019;09:00;UTC;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;1035;1800;10350;TenneT DE;TenneT DE;Börse;Sonstiges
29.12.2019;23:00;UTC;30.12.2019;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105;105;105;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
29.12.2019;23:00;UTC;30.12.2019;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;163,33;195;245;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
29.12.2019;23:00;UTC;30.12.2019;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;0;0;0;Amprion;Amprion;Vianden;Sonstiges
30.12.2019;00:00;UTC;30.12.2019;05:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;98;98;490;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim AG;Konventionell
30.12.2019;00:00;UTC;30.12.2019;00:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;225;112;TenneT DE;TenneT DE;Brokdorf;Konventionell
